PLAYER_NAME,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,JERSEY_NUMBER,POSITION,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,ROSTER_STATUS,PTS,REB,AST,STATS_TIMEFRAME,FROM_YEAR,TO_YEAR
Carl Braun,New York,Knicks,NYK,4,G,77.0,180.0,Colgate,USA,,,0.0,0.0,13.5,3.4,3.7,Career,1947,1961
Christian Braun,Denver,Nuggets,DEN,0,G,78.0,220.0,Kansas,USA,2022.0,1.0,21.0,1.0,15.4,5.2,2.6,Season,2022,2024
Ignas Brazdeikis,Orlando,Magic,ORL,17,F,78.0,221.0,Michigan,Canada,2019.0,2.0,47.0,0.0,5.0,1.9,0.9,Career,2019,2021
Tim Breaux,Houston,Rockets,HOU,15,F,79.0,215.0,Wyoming,USA,,,0.0,0.0,2.9,0.9,0.4,Career,1994,1997
J.R. Bremer,Boston,Celtics,BOS,9,G,74.0,185.0,St. Bonaventure,USA,,,0.0,0.0,6.5,1.8,2.2,Career,2002,2003
Pete Brennan,New York,Knicks,NYK,16,F,78.0,205.0,North Carolina,USA,1958.0,1.0,4.0,0.0,2.5,1.9,0.4,Career,1958,1958
Tom Brennan,Golden State,Warriors,GSW,14,F,75.0,195.0,Villanova,USA,1952.0,,0.0,0.0,0.9,0.5,0.2,Career,1954,1954
Randy Breuer,Milwaukee,Bucks,MIL,45,C,87.0,230.0,Minnesota,USA,1983.0,1.0,18.0,0.0,6.8,4.4,0.9,Career,1983,1993
Corey Brewer,Minnesota,Timberwolves,MIN,13,G-F,81.0,188.0,Florida,USA,2007.0,1.0,7.0,0.0,8.7,2.8,1.5,Career,2007,2019
Jamison Brewer,Indiana,Pacers,IND,2,G,76.0,184.0,Auburn,USA,2001.0,2.0,40.0,0.0,1.6,0.9,1.0,Career,2001,2004
Jim Brewer,Cleveland,Cavaliers,CLE,8,F,81.0,210.0,Minnesota,USA,1973.0,1.0,2.0,0.0,5.8,6.3,1.5,Career,1973,1981
Ron Brewer,Portland,Trail Blazers,POR,10,G,76.0,180.0,Arkansas,USA,1978.0,1.0,7.0,0.0,11.9,1.9,1.8,Career,1978,1985
Ronnie Brewer,Utah,Jazz,UTA,11,F,79.0,235.0,Arkansas,USA,2006.0,1.0,14.0,0.0,7.8,2.8,1.6,Career,2006,2013
Primoz Brezec,Charlotte,Hornets,CHA,9,C,85.0,255.0,Union Olimpija,Slovenia,2000.0,1.0,27.0,0.0,7.2,3.9,0.5,Career,2001,2009
Frank Brian,Detroit,Pistons,DET,7,G,73.0,180.0,Louisiana State,USA,,,0.0,0.0,12.3,2.4,2.6,Career,1949,1955
Frank Brickowski,Milwaukee,Bucks,MIL,34,C-F,81.0,248.0,Penn State,USA,1981.0,2.0,57.0,0.0,10.0,4.7,1.9,Career,1984,1996
Junior Bridgeman,Milwaukee,Bucks,MIL,2,F,77.0,210.0,Louisville,USA,1975.0,1.0,8.0,0.0,13.6,3.5,2.4,Career,1975,1986
Bill Bridges,Atlanta,Hawks,ATL,32,F,77.0,228.0,Kansas,USA,1961.0,2.0,32.0,0.0,11.9,11.9,2.8,Career,1962,1974
Jalen Bridges,Phoenix,Suns,PHX,15,F,80.0,225.0,Baylor,USA,,,0.0,1.0,1.1,0.5,0.0,Season,2024,2024
Mikal Bridges,New York,Knicks,NYK,25,G-F,78.0,209.0,Villanova,USA,2018.0,1.0,10.0,1.0,17.6,3.2,3.7,Season,2018,2024
Miles Bridges,Charlotte,Hornets,CHA,0,F,79.0,225.0,Michigan State,USA,2018.0,1.0,12.0,1.0,20.3,7.5,3.9,Season,2018,2024
Al Brightman,Boston,Celtics,BOS,16,F,74.0,195.0,University of Charleston,USA,,,0.0,0.0,9.8,0.0,1.0,Career,1946,1946
Amida Brimah,Denver,Nuggets,DEN,37,C,82.0,230.0,Connecticut,USA,,,0.0,0.0,2.6,1.6,0.2,Career,2020,2020
Audley Brindley,New York,Knicks,NYK,15,F,76.0,175.0,Dartmouth,USA,,,0.0,0.0,2.8,0.0,0.1,Career,1946,1946
Isaiah Briscoe,Orlando,Magic,ORL,13,G,75.0,215.0,Kentucky,USA,,,0.0,0.0,3.5,1.9,2.2,Career,2018,2018
John Brisker,Oklahoma City,Thunder,OKC,40,F,77.0,210.0,Toledo,USA,,,0.0,0.0,11.9,4.0,1.8,Career,1972,1974
Oshae Brissett,Philadelphia,76ers,PHI,12,F-G,79.0,210.0,Syracuse,Canada,,,0.0,0.0,8.7,3.7,0.7,Season,2019,2024
Allan Bristow,San Antonio,Spurs,SAS,23,F,79.0,210.0,Virginia Tech,USA,1973.0,2.0,21.0,0.0,7.9,4.0,3.2,Career,1973,1982
Tyrone Britt,Houston,Rockets,HOU,31,G,76.0,190.0,Johnson C. Smith,USA,,,0.0,0.0,2.5,1.4,1.1,Career,1967,1967
Wayman Britt,Detroit,Pistons,DET,12,G,74.0,185.0,Michigan,USA,1976.0,2.0,60.0,0.0,1.3,0.6,0.3,Career,1977,1977
Mike Brittain,San Antonio,Spurs,SAS,40,C,84.0,235.0,South Carolina,USA,1985.0,2.0,29.0,0.0,1.7,1.4,0.2,Career,1985,1986
David Britton,Washington,Wizards,WAS,33,G,76.0,180.0,Texas A&M,USA,1980.0,2.0,57.0,0.0,2.0,1.0,1.5,Career,1980,1980
Izaiah Brockington,New Orleans,Pelicans,NOP,12,G,76.0,196.0,Iowa State,USA,,,0.0,0.0,4.0,2.0,0.0,Career,2023,2023
Jon Brockman,Milwaukee,Bucks,MIL,40,F,79.0,255.0,Washington,USA,2009.0,2.0,38.0,0.0,2.1,3.1,0.3,Career,2009,2011
Ryan Broekhoff,Dallas,Mavericks,DAL,45,G-F,78.0,215.0,Valparaiso,Australia,,,0.0,0.0,4.0,1.8,0.6,Career,2018,2019
Jim Brogan,LA,Clippers,LAC,15,G,76.0,185.0,West Virginia Wesleyan,USA,,,0.0,0.0,5.1,1.5,1.8,Career,1981,1982
Malcolm Brogdon,Washington,Wizards,WAS,15,G,76.0,229.0,Virginia,USA,2016.0,2.0,36.0,1.0,12.7,3.8,4.1,Season,2016,2024
Gary Brokaw,Milwaukee,Bucks,MIL,7,G,76.0,178.0,Notre Dame,USA,1974.0,1.0,18.0,0.0,8.0,1.7,3.0,Career,1974,1977
Aaron Brooks,Houston,Rockets,HOU,30,G,72.0,161.0,Oregon,USA,2007.0,1.0,26.0,0.0,9.7,1.7,3.0,Career,2007,2017
Armoni Brooks,Brooklyn,Nets,BKN,1,G,75.0,195.0,Houston,USA,2019.0,,0.0,0.0,6.6,2.3,1.2,Career,2020,2023
Dillon Brooks,Houston,Rockets,HOU,9,G-F,78.0,225.0,Oregon,Canada,2017.0,2.0,45.0,1.0,14.0,3.7,1.7,Season,2017,2024
Kevin Brooks,Denver,Nuggets,DEN,43,F,78.0,200.0,Louisiana-Lafayette,USA,1991.0,1.0,18.0,0.0,3.3,1.1,0.4,Career,1991,1993
MarShon Brooks,Brooklyn,Nets,BKN,8,G-F,77.0,200.0,Providence,USA,2011.0,1.0,25.0,0.0,8.0,2.1,1.4,Career,2011,2018
Michael Brooks,LA,Clippers,LAC,35,F,79.0,220.0,La Salle,USA,1980.0,1.0,9.0,0.0,12.8,6.3,2.6,Career,1980,1987
Scott Brooks,Houston,Rockets,HOU,2,G,71.0,165.0,California-Irvine,USA,,,0.0,0.0,4.9,1.0,2.4,Career,1988,1997
Keion Brooks Jr.,New Orleans,Pelicans,NOP,12,F,79.0,210.0,Washington,USA,,,0.0,1.0,10.1,4.1,0.9,Season,2024,2024
Andre Brown,Oklahoma City,Thunder,OKC,44,F,81.0,245.0,DePaul,USA,,,0.0,0.0,2.6,2.4,0.1,Career,2006,2008
Anthony Brown,Los Angeles,Lakers,LAL,3,F-G,79.0,224.0,Stanford,USA,2015.0,2.0,34.0,0.0,3.9,2.5,0.7,Career,2015,2017
Bobby Brown,Sacramento,Kings,SAC,8,G,74.0,175.0,Cal State-Fullerton,USA,,,0.0,0.0,4.4,0.7,1.5,Career,2008,2017
Bruce Brown,New Orleans,Pelicans,NOP,0,G-F,76.0,202.0,Miami,USA,2018.0,2.0,42.0,1.0,8.3,4.0,2.0,Season,2018,2024
Chucky Brown,Cleveland,Cavaliers,CLE,52,F,80.0,220.0,North Carolina State,USA,1989.0,2.0,43.0,0.0,5.9,3.1,0.8,Career,1989,2001
Damone Brown,Philadelphia,76ers,PHI,25,G,80.0,202.0,Syracuse,USA,2001.0,2.0,36.0,0.0,2.8,1.3,0.5,Career,2001,2004
Dee Brown,Boston,Celtics,BOS,7,G,74.0,205.0,Jacksonville,USA,1990.0,1.0,19.0,0.0,11.1,2.6,3.7,Career,1990,2001
Dee Brown,Utah,Jazz,UTA,11,G,72.0,181.0,Illinois,USA,2006.0,2.0,46.0,0.0,2.1,1.0,1.8,Career,2006,2008
Derrick Brown,Charlotte,Hornets,CHA,4,F,80.0,233.0,Xavier,USA,2009.0,2.0,40.0,0.0,5.2,2.4,0.7,Career,2009,2011
Devin Brown,New Orleans,Pelicans,NOP,32,G,77.0,210.0,Texas-San Antonio,USA,,,0.0,0.0,7.2,2.8,1.5,Career,2002,2009
Ernest Brown,Miami,Heat,MIA,52,C,84.0,244.0,Indian Hills C.C.,USA,2000.0,2.0,52.0,0.0,1.0,2.0,0.0,Career,2001,2003
Fred Brown,Oklahoma City,Thunder,OKC,32,G,75.0,182.0,Iowa,USA,1971.0,1.0,6.0,0.0,14.6,2.7,3.3,Career,1971,1983
George Brown,Los Angeles,Lakers,LAL,12,F,78.0,190.0,Wayne State,USA,1957.0,2.0,27.0,0.0,1.0,1.0,0.0,Career,1957,1957
Gerald Brown,Phoenix,Suns,PHX,4,G,76.0,210.0,Pepperdine,USA,,,0.0,0.0,2.4,0.7,0.9,Career,1998,1998
Jabari Brown,Los Angeles,Lakers,LAL,15,G,77.0,214.0,Missouri,USA,2014.0,,0.0,0.0,11.9,1.9,2.1,Career,2014,2014
Jaylen Brown,Boston,Celtics,BOS,7,G-F,78.0,223.0,California,USA,2016.0,1.0,3.0,1.0,22.2,5.8,4.5,Season,2016,2024
John Brown,Atlanta,Hawks,ATL,52,F,79.0,220.0,Missouri,USA,1973.0,1.0,10.0,0.0,7.4,4.4,1.4,Career,1973,1979
Kedrick Brown,Boston,Celtics,BOS,5,G-F,79.0,222.0,Northwest Florida State,USA,2001.0,1.0,11.0,0.0,3.6,2.4,0.7,Career,2001,2004
Kendall Brown,Brooklyn,Nets,BKN,10,G,79.0,205.0,Baylor,USA,2022.0,2.0,48.0,0.0,1.4,0.5,0.4,Career,2022,2023
Kobe Brown,LA,Clippers,LAC,21,F,79.0,250.0,Missouri,USA,2023.0,1.0,30.0,1.0,1.9,1.6,0.6,Season,2023,2024
Kwame Brown,Washington,Wizards,WAS,54,C,83.0,290.0,Glynn Academy HS (GA),USA,2001.0,1.0,1.0,0.0,6.6,5.5,0.9,Career,2001,2012
Lewis Brown,Washington,Wizards,WAS,4,C,83.0,225.0,UNLV,USA,1977.0,2.0,69.0,0.0,1.0,1.0,0.0,Career,1980,1980
Lorenzo Brown,Toronto,Raptors,TOR,4,G,77.0,189.0,North Carolina State,USA,2013.0,2.0,52.0,0.0,2.8,1.5,1.8,Career,2013,2018
Marcus Brown,Portland,Trail Blazers,POR,20,G,75.0,185.0,Murray State,USA,1996.0,2.0,46.0,0.0,3.4,0.8,0.9,Career,1996,1999
Markel Brown,Brooklyn,Nets,BKN,26,G,75.0,190.0,Oklahoma State,USA,2014.0,2.0,44.0,0.0,5.2,2.1,1.2,Career,2014,2017
Mike Brown,Utah,Jazz,UTA,52,C-F,82.0,260.0,George Washington,USA,1985.0,2.0,69.0,0.0,5.0,4.4,0.7,Career,1986,1997
Moses Brown,Dallas,Mavericks,DAL,10,C,86.0,258.0,UCLA,USA,,,0.0,0.0,5.8,3.4,0.2,Season,2019,2024
Myron Brown,Minnesota,Timberwolves,MIN,34,F,75.0,180.0,Slippery Rock,USA,1991.0,2.0,34.0,0.0,2.3,0.8,1.5,Career,1991,1991
P.J. Brown,New Orleans,Pelicans,NOP,93,F-C,83.0,239.0,Louisiana Tech,USA,1992.0,2.0,29.0,0.0,9.1,7.7,1.5,Career,1993,2007
Randy Brown,Chicago,Bulls,CHI,0,G,74.0,190.0,New Mexico State,USA,1991.0,2.0,31.0,0.0,4.8,1.8,2.2,Career,1991,2002
Raymond Brown,Utah,Jazz,UTA,24,F,80.0,220.0,Idaho,USA,,,0.0,0.0,1.0,0.9,0.3,Career,1989,1989
Rickey Brown,Golden State,Warriors,GSW,31,C,82.0,215.0,Mississippi State,USA,1980.0,1.0,13.0,0.0,4.4,3.5,0.4,Career,1980,1984
Roger Brown,Detroit,Pistons,DET,35,C,83.0,225.0,Kansas,USA,1971.0,2.0,64.0,0.0,1.8,3.0,0.3,Career,1972,1979
Shannon Brown,Los Angeles,Lakers,LAL,26,G,76.0,210.0,Michigan State,USA,2006.0,1.0,25.0,0.0,7.6,1.9,1.1,Career,2006,2014
Stan Brown,Golden State,Warriors,GSW,14,F,75.0,200.0,South Philadelphia HS (PA),USA,,,0.0,0.0,3.1,1.1,0.3,Career,1947,1951
Sterling Brown,Los Angeles,Lakers,LAL,0,G-F,77.0,219.0,Southern Methodist,USA,2017.0,2.0,46.0,0.0,5.3,3.3,1.0,Career,2017,2022
Tierre Brown,Los Angeles,Lakers,LAL,10,G,74.0,189.0,McNeese State,USA,,,0.0,0.0,3.9,1.2,2.0,Career,2001,2004
Tony Brown,Milwaukee,Bucks,MIL,21,F,78.0,185.0,Arkansas,USA,1982.0,2.0,82.0,0.0,6.0,2.1,1.6,Career,1984,1991
Greg Brown III,Dallas,Mavericks,DAL,36,F,79.0,206.0,Texas,USA,2021.0,2.0,43.0,0.0,3.8,2.3,0.6,Career,2021,2023
Charlie Brown Jr.,Charlotte,Hornets,CHA,4,G,78.0,199.0,St. Joseph's (PA),USA,,,0.0,0.0,2.0,1.1,0.3,Career,2019,2023
Chaundee Brown Jr.,Atlanta,Hawks,ATL,38,F,77.0,215.0,Michigan,USA,,,0.0,0.0,6.2,3.2,0.8,Career,2021,2021
Troy Brown Jr.,Detroit,Pistons,DET,7,G-F,79.0,215.0,Oregon,USA,2018.0,1.0,15.0,0.0,6.2,3.6,1.4,Career,2018,2023
Stanley Brundy,Brooklyn,Nets,BKN,21,F,78.0,210.0,DePaul,USA,1989.0,2.0,32.0,0.0,2.3,1.6,0.2,Career,1989,1989
Jalen Brunson,New York,Knicks,NYK,11,G,74.0,190.0,Villanova,USA,2018.0,2.0,33.0,1.0,26.0,2.9,7.3,Season,2018,2024
Rick Brunson,Portland,Trail Blazers,POR,9,G,76.0,190.0,Temple,USA,,,0.0,0.0,3.2,1.3,2.6,Career,1997,2005
Nicolas Brussino,Dallas,Mavericks,DAL,9,F,80.0,215.0,Penarol,Argentina,,,0.0,0.0,2.6,1.7,0.8,Career,2016,2017
Elijah Bryant,Milwaukee,Bucks,MIL,3,G,77.0,210.0,Brigham Young,USA,,,0.0,0.0,16.0,6.0,3.0,Career,2020,2020
Emmette Bryant,New York,Knicks,NYK,7,G,73.0,175.0,DePaul,USA,1964.0,2.0,53.0,0.0,6.6,2.8,3.0,Career,1964,1971
Joe Bryant,Philadelphia,76ers,PHI,22,F,82.0,185.0,La Salle,USA,1975.0,1.0,14.0,0.0,8.7,4.0,1.7,Career,1975,1982
Kobe Bryant,Los Angeles,Lakers,LAL,24,F-G,78.0,212.0,Lower Merion HS (PA),USA,1996.0,1.0,13.0,0.0,25.0,5.2,4.7,Career,1996,2015
Mark Bryant,Portland,Trail Blazers,POR,9,F,81.0,250.0,Seton Hall,USA,1988.0,1.0,21.0,0.0,5.4,3.8,0.6,Career,1988,2002
Thomas Bryant,Indiana,Pacers,IND,3,C-F,82.0,248.0,Indiana,USA,2017.0,2.0,42.0,1.0,6.5,3.8,0.8,Season,2017,2024
Wallace Bryant,Dallas,Mavericks,DAL,31,C,84.0,245.0,San Francisco,USA,1982.0,2.0,30.0,0.0,3.2,3.7,1.1,Career,1983,1985
Torgeir Bryn,LA,Clippers,LAC,12,F,81.0,250.0,Texas State,Norway,,,0.0,0.0,1.3,0.7,0.0,Career,1989,1989
Shaq Buchanan,Memphis,Grizzlies,MEM,12,G,75.0,190.0,Murray State,USA,,,0.0,0.0,1.0,1.0,1.0,Career,2021,2021
Joe Buckhalter,Sacramento,Kings,SAC,21,F,79.0,210.0,Tennessee State,USA,1958.0,2.0,81.0,0.0,5.8,4.1,0.7,Career,1961,1962
Steve Bucknall,Los Angeles,Lakers,LAL,24,F,78.0,215.0,North Carolina,USA,,,0.0,0.0,1.3,0.4,0.6,Career,1989,1989
Cleveland Buckner,New York,Knicks,NYK,12,F,81.0,210.0,Jackson State,USA,1961.0,2.0,51.0,0.0,6.0,3.5,0.6,Career,1961,1962
Greg Buckner,Dallas,Mavericks,DAL,7,G,76.0,210.0,Clemson,USA,1998.0,2.0,53.0,0.0,5.0,2.8,1.3,Career,1999,2008
Quinn Buckner,Milwaukee,Bucks,MIL,25,G,75.0,190.0,Indiana,USA,1976.0,1.0,7.0,0.0,8.2,2.7,4.3,Career,1976,1985
Dave Budd,New York,Knicks,NYK,10,F,78.0,205.0,Wake Forest,USA,1960.0,2.0,10.0,0.0,7.1,4.6,1.0,Career,1960,1964
Chase Budinger,Houston,Rockets,HOU,10,F,79.0,209.0,Arizona,USA,2009.0,2.0,44.0,0.0,7.9,3.0,1.2,Career,2009,2015
Jud Buechler,Chicago,Bulls,CHI,30,G-F,78.0,228.0,Arizona,USA,1990.0,2.0,38.0,0.0,3.3,1.8,0.8,Career,1990,2001
Kobe Bufkin,Atlanta,Hawks,ATL,4,G,76.0,195.0,Michigan,USA,2023.0,1.0,15.0,1.0,5.3,2.1,1.7,Season,2023,2024
Rodney Buford,Brooklyn,Nets,BKN,2,F-G,77.0,195.0,Creighton,USA,1999.0,2.0,53.0,0.0,6.4,2.6,0.8,Career,1999,2004
Matt Bullard,Houston,Rockets,HOU,50,F,82.0,229.0,Iowa,USA,,,0.0,0.0,5.3,2.0,0.9,Career,1990,2002
Reggie Bullock Jr.,Houston,Rockets,HOU,25,G-F,78.0,205.0,North Carolina,USA,2013.0,1.0,25.0,0.0,7.3,2.6,1.2,Career,2013,2023
Greg Bunch,New York,Knicks,NYK,30,F,78.0,190.0,California State-Fullerton,USA,1978.0,2.0,34.0,0.0,2.3,1.4,0.3,Career,1978,1978
Bill Buntin,Detroit,Pistons,DET,17,C,79.0,250.0,Michigan,USA,1965.0,,0.0,0.0,7.7,6.0,0.9,Career,1965,1965
Luther Burden,New York,Knicks,NYK,14,G,74.0,185.0,Utah,USA,1975.0,2.0,26.0,0.0,5.5,1.0,1.0,Career,1976,1977
Pat Burke,Phoenix,Suns,PHX,11,C-F,83.0,250.0,Auburn,Ireland,,,0.0,0.0,3.7,2.1,0.3,Career,2002,2006
Trey Burke,Dallas,Mavericks,DAL,3,G,72.0,185.0,Michigan,USA,2013.0,1.0,9.0,0.0,9.6,1.8,3.1,Career,2013,2021
Roger Burkman,Chicago,Bulls,CHI,21,G,77.0,175.0,Louisville,USA,1981.0,2.0,130.0,0.0,0.8,1.0,0.8,Career,1981,1981
Alec Burks,Miami,Heat,MIA,18,G,77.0,214.0,Colorado,USA,2011.0,1.0,12.0,1.0,7.3,2.5,1.1,Season,2011,2024
Antonio Burks,Memphis,Grizzlies,MEM,1,G,72.0,195.0,Memphis,USA,2004.0,2.0,36.0,0.0,2.3,0.6,1.3,Career,2004,2005
Kevin Burleson,Charlotte,Hornets,CHA,12,G,75.0,205.0,Minnesota,USA,,,0.0,0.0,1.8,0.7,1.2,Career,2005,2005
Tom Burleson,Oklahoma City,Thunder,OKC,16,C,86.0,225.0,North Carolina State,USA,1974.0,1.0,3.0,0.0,9.4,6.3,1.3,Career,1974,1980
David Burns,Denver,Nuggets,DEN,5,G,74.0,180.0,St. Louis,USA,1981.0,2.0,49.0,0.0,2.6,0.6,1.7,Career,1981,1981
Evers Burns,Sacramento,Kings,SAC,53,F,80.0,260.0,Maryland,USA,1993.0,2.0,31.0,0.0,2.4,1.3,0.4,Career,1993,1993
Jim Burns,Chicago,Bulls,CHI,6,G,75.0,195.0,Northwestern,USA,1967.0,2.0,34.0,0.0,1.3,0.7,0.3,Career,1967,1967
Scott Burrell,Charlotte,Hornets,CHA,2,G,79.0,218.0,Connecticut,USA,1993.0,1.0,20.0,0.0,6.9,3.5,1.4,Career,1993,2000
Art Burris,Atlanta,Hawks,ATL,15,F,77.0,220.0,Tennessee,USA,1950.0,2.0,0.0,0.0,2.5,2.8,0.7,Career,1950,1951
Junior Burrough,Boston,Celtics,BOS,5,F,80.0,242.0,Virginia,USA,1995.0,2.0,33.0,0.0,3.1,1.8,0.2,Career,1995,1995
Bob Burrow,Sacramento,Kings,SAC,50,C,79.0,228.0,Kentucky,USA,1956.0,,0.0,0.0,5.7,4.4,0.6,Career,1956,1957
Deonte Burton,Oklahoma City,Thunder,OKC,30,G-F,76.0,240.0,Iowa State,USA,,,0.0,0.0,2.5,1.2,0.4,Career,2018,2022
Ed Burton,New York,Knicks,NYK,34,F,78.0,225.0,Michigan State,USA,,,0.0,0.0,2.2,1.2,0.2,Career,1961,1964
Willie Burton,Miami,Heat,MIA,9,F,80.0,210.0,Minnesota,USA,1990.0,1.0,9.0,0.0,10.3,2.9,1.2,Career,1990,1998
Steve Burtt,Golden State,Warriors,GSW,15,G,74.0,185.0,Iona,USA,1984.0,2.0,30.0,0.0,5.8,0.9,1.2,Career,1984,1992
Don Buse,Phoenix,Suns,PHX,10,G,76.0,190.0,Evansville,USA,1972.0,2.0,34.0,0.0,6.9,2.3,4.5,Career,1976,1984
Brian Butch,Denver,Nuggets,DEN,43,C,83.0,240.0,Wisconsin,USA,,,0.0,0.0,0.0,0.0,0.0,Career,2009,2009
Donnie Butcher,Detroit,Pistons,DET,24,G,74.0,200.0,Pikeville,USA,1961.0,2.0,60.0,0.0,6.1,2.9,2.1,Career,1961,1965
Al Butler,New York,Knicks,NYK,20,G,74.0,175.0,Niagara,USA,1961.0,2.0,17.0,0.0,9.8,3.0,2.3,Career,1961,1964
Caron Butler,Washington,Wizards,WAS,31,F,79.0,228.0,Connecticut,USA,2002.0,1.0,10.0,0.0,14.1,5.0,2.3,Career,2002,2015
Da'Sean Butler,San Antonio,Spurs,SAS,1,F,79.0,230.0,West Virginia,USA,2010.0,2.0,42.0,0.0,0.0,0.0,0.0,Career,2010,2010
Greg Butler,New York,Knicks,NYK,45,C,83.0,240.0,Stanford,USA,1988.0,2.0,37.0,0.0,1.4,1.0,0.1,Career,1988,1990
Jackie Butler,New York,Knicks,NYK,45,C,82.0,260.0,Coastal Christian Academy (VA),USA,,,0.0,0.0,5.0,3.0,0.4,Career,2004,2006
Jared Butler,Philadelphia,76ers,PHI,12,G,75.0,193.0,Baylor,USA,2021.0,2.0,40.0,1.0,9.0,1.8,3.7,Season,2021,2024
Mitchell Butler,Washington,Wizards,WAS,32,G,77.0,210.0,UCLA,USA,,,0.0,0.0,5.2,2.0,0.9,Career,1993,2003
Rasual Butler,New Orleans,Pelicans,NOP,8,F,79.0,215.0,La Salle,USA,2002.0,2.0,52.0,0.0,7.5,2.4,0.8,Career,2002,2015
Jimmy Butler III,Golden State,Warriors,GSW,10,F,79.0,230.0,Marquette,USA,2011.0,1.0,30.0,1.0,17.5,5.4,5.4,Season,2011,2024
John Butler Jr.,Portland,Trail Blazers,POR,21,F,84.0,190.0,Florida State,USA,,,0.0,0.0,2.4,0.9,0.6,Career,2022,2022
Dwight Buycks,Detroit,Pistons,DET,20,G,75.0,190.0,Marquette,USA,,,0.0,0.0,6.3,1.6,1.7,Career,2013,2017
Matas Buzelis,Chicago,Bulls,CHI,14,F,82.0,209.0,NBA G League Ignite,USA,2024.0,1.0,11.0,1.0,8.6,3.5,1.0,Season,2024,2024
Derrick Byars,San Antonio,Spurs,SAS,34,G-F,79.0,220.0,Vanderbilt,USA,2007.0,2.0,42.0,0.0,5.0,5.5,0.5,Career,2011,2011
Andrew Bynum,Los Angeles,Lakers,LAL,17,C,84.0,285.0,No College,USA,2005.0,1.0,10.0,0.0,11.5,7.7,1.2,Career,2005,2013
Will Bynum,Detroit,Pistons,DET,1,G,72.0,185.0,Georgia Tech,USA,,,0.0,0.0,8.1,1.6,3.3,Career,2005,2014
Marty Byrnes,Indiana,Pacers,IND,11,F,79.0,215.0,Syracuse,USA,1978.0,1.0,19.0,0.0,5.7,2.2,1.6,Career,1978,1982
Tommy Byrnes,New York,Knicks,NYK,12,G,75.0,175.0,Seton Hall,USA,,,0.0,0.0,6.5,1.5,1.2,Career,1946,1950
Zarko Cabarkapa,Golden State,Warriors,GSW,11,F-C,83.0,230.0,Buducnost,Serbia,2003.0,1.0,17.0,0.0,4.3,2.1,0.6,Career,2003,2006
Barney Cable,Philadelphia,76ers,PHI,35,F,79.0,175.0,Bradley,USA,1958.0,2.0,10.0,0.0,6.6,5.2,1.0,Career,1958,1963
Bruno Caboclo,Houston,Rockets,HOU,5,F,81.0,218.0,Pinheiros,Brazil,2014.0,1.0,20.0,0.0,4.2,2.6,0.7,Career,2014,2020
Devontae Cacok,Portland,Trail Blazers,POR,18,F,79.0,240.0,UNC-Wilmington,USA,,,0.0,0.0,2.5,2.2,0.2,Career,2019,2021
Jason Caffey,Chicago,Bulls,CHI,35,F,80.0,256.0,Alabama,USA,1995.0,1.0,20.0,0.0,7.3,4.4,0.9,Career,1995,2002
Michael Cage,Oklahoma City,Thunder,OKC,45,F-C,81.0,248.0,San Diego State,USA,1984.0,1.0,14.0,0.0,7.3,7.6,0.9,Career,1984,1999
Jamal Cain,New Orleans,Pelicans,NOP,8,F,78.0,191.0,Oakland,USA,,,0.0,1.0,5.3,2.3,0.6,Season,2022,2024
Gerry Calabrese,Philadelphia,76ers,PHI,13,G,73.0,175.0,St. John's (NY),USA,1950.0,2.0,0.0,0.0,4.7,1.4,1.4,Career,1950,1951
Nick Calathes,Memphis,Grizzlies,MEM,12,G,78.0,213.0,Florida,USA,2009.0,2.0,45.0,0.0,4.6,1.9,2.7,Career,2013,2014
Jose Calderon,Toronto,Raptors,TOR,81,G,75.0,200.0,Tau Ceramica,Spain,,,0.0,0.0,8.9,2.4,5.8,Career,2005,2018
Adrian Caldwell,Houston,Rockets,HOU,45,F,80.0,265.0,Lamar,USA,,,0.0,0.0,2.0,2.5,0.2,Career,1989,1997
Jim Caldwell,New York,Knicks,NYK,23,C,82.0,240.0,Georgia Tech,USA,1965.0,2.0,25.0,0.0,0.0,0.5,0.5,Career,1967,1967
Joe Caldwell,Atlanta,Hawks,ATL,27,F,77.0,195.0,Arizona State,USA,1964.0,1.0,2.0,0.0,15.2,5.1,2.7,Career,1964,1969
Kentavious Caldwell-Pope,Orlando,Magic,ORL,3,G,77.0,204.0,Georgia,USA,2013.0,1.0,8.0,1.0,8.7,2.2,1.8,Season,2013,2024
Bill Calhoun,Atlanta,Hawks,ATL,3,F,75.0,180.0,CC of San Francisco,USA,,,0.0,0.0,7.8,4.0,2.3,Career,1948,1954
Corky Calhoun,Phoenix,Suns,PHX,10,F,79.0,210.0,Pennsylvania,USA,1972.0,1.0,4.0,0.0,5.3,3.6,1.1,Career,1972,1979
Demetrius Calip,Los Angeles,Lakers,LAL,7,G,73.0,165.0,Michigan,USA,,,0.0,0.0,1.6,0.7,1.7,Career,1991,1991
Rick Calloway,Sacramento,Kings,SAC,4,G,78.0,180.0,Kansas,USA,,,0.0,0.0,3.2,1.2,1.0,Career,1990,1990
