PLAYER_NAME,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,JERSEY_NUMBER,POSITION,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,ROSTER_STATUS,PTS,REB,AST,STATS_TIMEFRAME,FROM_YEAR,TO_YEAR
Alaa Abdelnaby,Portland,Trail Blazers,POR,30,F,82.0,240.0,Duke,USA,1990.0,1.0,25.0,0.0,5.7,3.3,0.3,Career,1990,1994
Zaid Abdul-Aziz,Houston,Rockets,HOU,54,C,81.0,235.0,Iowa State,USA,1968.0,1.0,5.0,0.0,9.0,8.0,1.2,Career,1968,1977
Kareem Abdul-Jabbar,Los Angeles,Lakers,LAL,33,C,86.0,225.0,UCLA,USA,1969.0,1.0,1.0,0.0,24.6,11.2,3.6,Career,1969,1988
Mahmoud Abdul-Rauf,Denver,Nuggets,DEN,1,G,73.0,162.0,Louisiana State,USA,1990.0,1.0,3.0,0.0,14.6,1.9,3.5,Career,1990,2000
Tariq Abdul-Wahad,Sacramento,Kings,SAC,9,F-G,78.0,235.0,San Jose State,France,1997.0,1.0,11.0,0.0,7.8,3.3,1.1,Career,1997,2003
Shareef Abdur-Rahim,Memphis,Grizzlies,MEM,3,F,81.0,245.0,California,USA,1996.0,1.0,3.0,0.0,18.1,7.5,2.5,Career,1996,2007
Tom Abernethy,Golden State,Warriors,GSW,5,F,79.0,220.0,Indiana,USA,1976.0,2.0,43.0,0.0,5.6,3.2,1.2,Career,1976,1980
Forest Able,Philadelphia,76ers,PHI,6,G,75.0,180.0,Western Kentucky,USA,1956.0,,0.0,0.0,0.0,1.0,1.0,Career,1956,1956
Alex Abrines,Oklahoma City,Thunder,OKC,8,G,78.0,190.0,FC Barcelona,Spain,2013.0,2.0,32.0,0.0,5.3,1.4,0.5,Career,2016,2018
Precious Achiuwa,New York,Knicks,NYK,5,F,80.0,243.0,Memphis,Nigeria,2020.0,1.0,20.0,1.0,6.6,5.6,1.0,Season,2020,2024
Alex Acker,LA,Clippers,LAC,3,G,77.0,185.0,Pepperdine,USA,2005.0,2.0,60.0,0.0,2.7,1.0,0.5,Career,2005,2008
Donald Ackerman,New York,Knicks,NYK,12,G,72.0,183.0,Long Island-Brooklyn,USA,1953.0,2.0,0.0,0.0,1.5,0.5,0.8,Career,1953,1953
Mark Acres,Orlando,Magic,ORL,42,C,83.0,220.0,Oral Roberts,USA,1985.0,2.0,40.0,0.0,3.6,4.1,0.5,Career,1987,1992
Charles Acton,Houston,Rockets,HOU,24,F,78.0,210.0,Hillsdale,USA,,,0.0,0.0,3.3,2.0,0.5,Career,1967,1967
Quincy Acy,Sacramento,Kings,SAC,13,F,79.0,240.0,Baylor,USA,2012.0,2.0,37.0,0.0,4.9,3.5,0.6,Career,2012,2018
Alvan Adams,Phoenix,Suns,PHX,33,C,81.0,210.0,Oklahoma,USA,1975.0,1.0,4.0,0.0,14.1,7.0,4.1,Career,1975,1987
Don Adams,Detroit,Pistons,DET,10,F,79.0,210.0,Northwestern,USA,1970.0,2.0,120.0,0.0,8.7,5.6,1.8,Career,1970,1976
Hassan Adams,Brooklyn,Nets,BKN,8,F,76.0,220.0,Arizona,USA,2006.0,2.0,54.0,0.0,2.5,1.2,0.2,Career,2006,2008
Jaylen Adams,Atlanta,Hawks,ATL,10,G,72.0,225.0,St. Bonaventure,USA,,,0.0,0.0,2.7,1.5,1.6,Career,2018,2020
Jordan Adams,Memphis,Grizzlies,MEM,3,G,77.0,209.0,UCLA,USA,2014.0,1.0,22.0,0.0,3.2,0.9,0.6,Career,2014,2015
Michael Adams,Denver,Nuggets,DEN,23,G,70.0,165.0,Boston College,USA,1985.0,2.0,66.0,0.0,14.7,2.9,6.4,Career,1985,1995
Steven Adams,Houston,Rockets,HOU,12,C,83.0,265.0,Pittsburgh,New Zealand,2013.0,1.0,12.0,1.0,3.9,5.6,1.1,Season,2013,2024
Rafael Addison,Brooklyn,Nets,BKN,7,F,80.0,241.0,Syracuse,USA,1986.0,2.0,39.0,0.0,5.8,2.1,0.9,Career,1986,1996
Bam Adebayo,Miami,Heat,MIA,13,C-F,81.0,255.0,Kentucky,USA,2017.0,1.0,14.0,1.0,18.1,9.6,4.3,Season,2017,2024
Deng Adel,Cleveland,Cavaliers,CLE,32,F,79.0,200.0,Louisville,South Sudan,2018.0,,0.0,0.0,1.7,1.0,0.3,Career,2018,2018
Rick Adelman,Portland,Trail Blazers,POR,5,G,74.0,175.0,Loyola-Marymount,USA,1968.0,2.0,79.0,0.0,7.7,2.4,3.5,Career,1968,1974
Jeff Adrien,Charlotte,Hornets,CHA,12,F,79.0,245.0,Connecticut,USA,,,0.0,0.0,4.6,4.3,0.7,Career,2010,2014
Arron Afflalo,Denver,Nuggets,DEN,4,G,77.0,210.0,UCLA,USA,2007.0,1.0,27.0,0.0,10.8,2.9,1.8,Career,2007,2017
Ochai Agbaji,Toronto,Raptors,TOR,30,G,77.0,215.0,Kansas,USA,2022.0,1.0,14.0,1.0,10.4,3.8,1.5,Season,2022,2024
Maurice Ager,Dallas,Mavericks,DAL,13,F-G,77.0,202.0,Michigan State,USA,2006.0,1.0,28.0,0.0,2.1,0.6,0.2,Career,2006,2010
Mark Aguirre,Dallas,Mavericks,DAL,7,F,78.0,232.0,DePaul,USA,1981.0,1.0,1.0,0.0,20.0,5.0,3.1,Career,1981,1993
Blake Ahearn,Miami,Heat,MIA,2,G,74.0,190.0,Missouri State,USA,,,0.0,0.0,4.6,1.2,1.2,Career,2007,2011
Danny Ainge,Boston,Celtics,BOS,22,G,77.0,175.0,Brigham Young,USA,1981.0,2.0,31.0,0.0,11.5,2.7,4.0,Career,1981,1994
Alexis Ajinca,New Orleans,Pelicans,NOP,42,C,86.0,248.0,Hyeres-Toulon,France,2008.0,1.0,20.0,0.0,5.3,3.9,0.5,Career,2008,2017
Henry Akin,New York,Knicks,NYK,10,C,82.0,225.0,Morehead State,USA,1966.0,2.0,11.0,0.0,3.5,2.1,0.5,Career,1966,1967
Josh Akognon,Dallas,Mavericks,DAL,10,G,71.0,185.0,California State-Fullerton,USA,,,0.0,0.0,1.7,0.3,0.3,Career,2012,2012
DeVaughn Akoon-Purcell,Denver,Nuggets,DEN,44,G,77.0,201.0,Illinois State,Trinidad and Tobago,2016.0,,0.0,0.0,1.0,0.6,0.9,Career,2018,2018
Solomon Alabi,Toronto,Raptors,TOR,50,C,85.0,252.0,Florida State,Nigeria,2010.0,2.0,50.0,0.0,1.5,2.3,0.2,Career,2010,2011
Mark Alarie,Washington,Wizards,WAS,31,F,80.0,217.0,Duke,USA,1986.0,1.0,18.0,0.0,7.5,3.4,1.1,Career,1986,1990
Gary Alcorn,Detroit,Pistons,DET,24,C,81.0,225.0,Fresno State,USA,1959.0,2.0,16.0,0.0,3.3,4.2,0.3,Career,1959,1960
Santi Aldama,Memphis,Grizzlies,MEM,7,F-C,84.0,215.0,Loyola-Maryland,Spain,2021.0,1.0,30.0,1.0,12.5,6.4,2.9,Season,2021,2024
Furkan Aldemir,Philadelphia,76ers,PHI,19,F-C,82.0,240.0,Galatasaray,Turkey,2012.0,2.0,53.0,0.0,2.3,4.3,0.7,Career,2014,2014
Cole Aldrich,New York,Knicks,NYK,45,C,83.0,253.0,Kansas,USA,2010.0,1.0,11.0,0.0,3.1,3.3,0.5,Career,2010,2017
LaMarcus Aldridge,Brooklyn,Nets,BKN,21,C-F,83.0,250.0,University of Texas at Austin,USA,2006.0,1.0,2.0,0.0,19.1,8.1,1.9,Career,2006,2021
Chuck Aleksinas,Golden State,Warriors,GSW,50,C,83.0,260.0,Connecticut,USA,1982.0,2.0,76.0,0.0,5.1,3.6,0.5,Career,1984,1984
Cliff Alexander,Portland,Trail Blazers,POR,34,F,80.0,240.0,Kansas,USA,,,0.0,0.0,1.3,0.8,0.0,Career,2015,2015
Cory Alexander,San Antonio,Spurs,SAS,12,G,73.0,190.0,Virginia,USA,1995.0,1.0,29.0,0.0,5.5,1.6,2.7,Career,1995,2004
Courtney Alexander,Washington,Wizards,WAS,32,G,77.0,205.0,Fresno State,USA,2000.0,1.0,13.0,0.0,9.0,2.2,1.2,Career,2000,2003
Gary Alexander,Cleveland,Cavaliers,CLE,16,F,79.0,240.0,South Florida,USA,,,0.0,0.0,1.7,1.4,0.2,Career,1993,1993
Joe Alexander,Milwaukee,Bucks,MIL,20,F,80.0,230.0,West Virginia,USA,2008.0,1.0,8.0,0.0,4.2,1.8,0.7,Career,2008,2009
Kyle Alexander,Miami,Heat,MIA,17,F-C,82.0,216.0,Tennessee,Canada,,,0.0,0.0,1.0,1.5,0.0,Career,2019,2019
Trey Alexander,Denver,Nuggets,DEN,23,G,76.0,185.0,Creighton,USA,,,0.0,1.0,1.3,0.5,0.5,Season,2024,2024
Ty-Shon Alexander,Phoenix,Suns,PHX,0,G,75.0,195.0,Creighton,USA,,,0.0,0.0,0.6,0.7,0.4,Career,2020,2020
Victor Alexander,Golden State,Warriors,GSW,9,F,82.0,265.0,Iowa State,USA,1991.0,1.0,17.0,0.0,8.9,4.8,0.9,Career,1991,2001
Nickeil Alexander-Walker,Minnesota,Timberwolves,MIN,9,G,77.0,205.0,Virginia Tech,Canada,2019.0,1.0,17.0,1.0,9.4,3.2,2.7,Season,2019,2024
Steve Alford,Dallas,Mavericks,DAL,4,G,74.0,183.0,Indiana,USA,1987.0,2.0,26.0,0.0,4.4,0.9,1.0,Career,1987,1990
Rawle Alkins,Chicago,Bulls,CHI,20,G,77.0,225.0,Arizona,USA,,,0.0,0.0,3.7,2.6,1.3,Career,2018,2018
Bob Allen,Golden State,Warriors,GSW,50,F,81.0,205.0,Marshall,USA,1968.0,2.0,71.0,0.0,1.8,2.1,0.4,Career,1968,1968
Grayson Allen,Phoenix,Suns,PHX,8,G,76.0,198.0,Duke,USA,2018.0,1.0,21.0,1.0,10.6,3.0,2.1,Season,2018,2024
Jarrett Allen,Cleveland,Cavaliers,CLE,31,C,81.0,243.0,Texas,USA,2017.0,1.0,22.0,1.0,13.5,9.7,1.9,Season,2017,2024
Jerome Allen,Indiana,Pacers,IND,53,G,76.0,184.0,Pennsylvania,USA,1995.0,2.0,49.0,0.0,2.9,1.1,1.7,Career,1995,1996
Kadeem Allen,New York,Knicks,NYK,0,G,75.0,200.0,Arizona,USA,2017.0,2.0,53.0,0.0,5.5,1.5,2.3,Career,2017,2019
Lavoy Allen,Indiana,Pacers,IND,5,F-C,81.0,260.0,Temple,USA,2011.0,2.0,50.0,0.0,4.8,4.8,1.0,Career,2011,2016
Lucius Allen,Milwaukee,Bucks,MIL,42,G,74.0,175.0,UCLA,USA,1969.0,1.0,3.0,0.0,13.4,3.1,4.5,Career,1969,1978
Malik Allen,Miami,Heat,MIA,35,F,82.0,255.0,Villanova,USA,,,0.0,0.0,4.9,2.8,0.5,Career,2001,2010
Randy Allen,Sacramento,Kings,SAC,33,F,80.0,220.0,Florida State,USA,,,0.0,0.0,3.6,2.1,0.3,Career,1988,1989
Ray Allen,Milwaukee,Bucks,MIL,34,G,77.0,205.0,Connecticut,USA,1996.0,1.0,5.0,0.0,18.9,4.1,3.4,Career,1996,2013
Timmy Allen,Memphis,Grizzlies,MEM,12,F,78.0,210.0,Texas,USA,,,0.0,0.0,2.6,3.4,1.0,Career,2023,2023
Tony Allen,Memphis,Grizzlies,MEM,9,G-F,76.0,213.0,Oklahoma State,USA,2004.0,1.0,25.0,0.0,8.1,3.5,1.3,Career,2004,2017
Odis Allison,Golden State,Warriors,GSW,22,F,78.0,195.0,UNLV,USA,1971.0,2.0,76.0,0.0,1.9,1.3,0.3,Career,1971,1971
Lance Allred,Cleveland,Cavaliers,CLE,41,C,83.0,250.0,Weber State,USA,,,0.0,0.0,1.0,0.3,0.0,Career,2007,2007
Darrell Allums,Dallas,Mavericks,DAL,32,F,80.0,220.0,UCLA,USA,1980.0,2.0,103.0,0.0,2.7,3.0,1.1,Career,1980,1980
Morris Almond,Utah,Jazz,UTA,21,G,78.0,225.0,Rice,USA,2007.0,1.0,25.0,0.0,3.1,1.2,0.3,Career,2007,2011
Derrick Alston,Philadelphia,76ers,PHI,21,F,83.0,225.0,Duquesne,USA,1994.0,2.0,33.0,0.0,5.4,3.8,0.7,Career,1994,1996
Rafer Alston,Houston,Rockets,HOU,11,G,74.0,175.0,Fresno State,USA,1998.0,2.0,39.0,0.0,10.1,2.8,4.8,Career,1999,2009
Peter Aluma,Sacramento,Kings,SAC,43,C,82.0,260.0,Liberty,USA,,,0.0,0.0,1.0,1.0,0.0,Career,1998,1998
Jose Alvarado,New Orleans,Pelicans,NOP,15,G,72.0,179.0,Georgia Tech,USA,,,0.0,1.0,10.3,2.4,4.6,Season,2021,2024
John Amaechi,Orlando,Magic,ORL,13,F-C,82.0,270.0,Penn State,United Kingdom,,,0.0,0.0,6.2,2.6,0.8,Career,1995,2002
Ashraf Amaya,Memphis,Grizzlies,MEM,18,F,79.0,250.0,Southern Illinois,USA,,,0.0,0.0,4.5,4.2,0.4,Career,1995,1996
Al-Farouq Aminu,Portland,Trail Blazers,POR,5,F,80.0,220.0,Wake Forest,USA,2010.0,1.0,8.0,0.0,7.5,6.0,1.2,Career,2010,2020
Lou Amundson,Phoenix,Suns,PHX,17,F,81.0,220.0,UNLV,USA,,,0.0,0.0,3.7,3.6,0.4,Career,2006,2015
Bob Anderegg,New York,Knicks,NYK,18,F,75.0,200.0,Michigan State,USA,1959.0,2.0,20.0,0.0,4.0,2.1,0.9,Career,1959,1959
Chris Andersen,Denver,Nuggets,DEN,7,F-C,82.0,245.0,Blinn J.C.,USA,,,0.0,0.0,5.4,5.0,0.5,Career,2001,2016
David Andersen,Houston,Rockets,HOU,11,C,83.0,247.0,FC Barcelona,Australia,2002.0,2.0,36.0,0.0,4.9,2.8,0.6,Career,2009,2010
Alan Anderson,Brooklyn,Nets,BKN,9,F-G,78.0,220.0,Michigan State,USA,,,0.0,0.0,7.3,2.2,1.1,Career,2005,2016
Antonio Anderson,Oklahoma City,Thunder,OKC,8,G,78.0,215.0,Memphis,USA,,,0.0,0.0,2.0,1.0,0.0,Career,2009,2009
Cliff Anderson,Los Angeles,Lakers,LAL,26,G,74.0,200.0,St. Joseph's (PA),USA,1967.0,2.0,35.0,0.0,3.0,1.3,0.8,Career,1967,1970
Daniel Anderson,Portland,Trail Blazers,POR,33,G,74.0,185.0,Southern California,USA,1974.0,2.0,92.0,0.0,3.7,1.0,1.7,Career,1974,1975
Derek Anderson,Portland,Trail Blazers,POR,1,G,77.0,195.0,Kentucky,USA,1997.0,1.0,13.0,0.0,12.0,3.2,3.4,Career,1997,2007
Dwight Anderson,Denver,Nuggets,DEN,20,G,75.0,185.0,Southern California,USA,1982.0,2.0,41.0,0.0,4.2,0.4,0.6,Career,1982,1982
Eric Anderson,New York,Knicks,NYK,42,F,81.0,220.0,Indiana,USA,,,0.0,0.0,1.6,1.1,0.2,Career,1992,1993
Greg Anderson,San Antonio,Spurs,SAS,0,C-F,82.0,250.0,Houston,USA,1987.0,1.0,23.0,0.0,7.3,6.2,0.6,Career,1987,1997
James Anderson,San Antonio,Spurs,SAS,5,G-F,78.0,213.0,Oklahoma State,USA,2010.0,1.0,20.0,0.0,5.8,2.3,1.2,Career,2010,2015
Jerome Anderson,Indiana,Pacers,IND,23,G,77.0,195.0,West Virginia,USA,1975.0,2.0,53.0,0.0,2.6,0.5,0.3,Career,1975,1976
Justin Anderson,Indiana,Pacers,IND,10,F-G,77.0,231.0,Virginia,USA,2015.0,1.0,21.0,0.0,5.3,2.6,0.8,Career,2015,2021
Kenny Anderson,Brooklyn,Nets,BKN,13,G,73.0,168.0,Georgia Tech,USA,1991.0,1.0,2.0,0.0,12.6,3.1,6.1,Career,1991,2004
Kim Anderson,Portland,Trail Blazers,POR,42,F,79.0,200.0,Missouri,USA,1978.0,2.0,146.0,0.0,3.0,2.1,0.7,Career,1978,1978
Kyle Anderson,Miami,Heat,MIA,20,F-G,81.0,230.0,UCLA,USA,2014.0,1.0,30.0,1.0,5.9,3.4,2.4,Season,2014,2024
Michael Anderson,San Antonio,Spurs,SAS,10,G,71.0,184.0,Drexel,USA,1988.0,2.0,73.0,0.0,5.7,2.5,4.3,Career,1988,1988
Mitchell Anderson,Utah,Jazz,UTA,11,F,80.0,195.0,Bradley,USA,1982.0,2.0,36.0,0.0,4.8,2.8,0.7,Career,1982,1984
Nick Anderson,Orlando,Magic,ORL,5,F-G,78.0,228.0,Illinois,USA,1989.0,1.0,11.0,0.0,14.4,5.1,2.6,Career,1989,2002
Richard Anderson,Portland,Trail Blazers,POR,35,F,82.0,240.0,California-Santa Barbara,USA,1982.0,2.0,32.0,0.0,5.6,3.5,1.5,Career,1982,1989
Ron Anderson,Philadelphia,76ers,PHI,35,F,79.0,215.0,Fresno State,USA,1984.0,2.0,27.0,0.0,10.6,3.5,1.4,Career,1984,1993
Ryan Anderson,New Orleans,Pelicans,NOP,31,F,82.0,240.0,California,USA,2008.0,1.0,21.0,0.0,12.3,5.3,0.9,Career,2008,2019
Shandon Anderson,New York,Knicks,NYK,49,G-F,78.0,215.0,Georgia,USA,1996.0,2.0,54.0,0.0,7.4,3.1,1.4,Career,1996,2005
Willie Anderson,San Antonio,Spurs,SAS,35,G-F,80.0,200.0,Georgia,USA,1988.0,1.0,10.0,0.0,12.2,3.8,3.8,Career,1988,1996
Wally Anderzunas,Sacramento,Kings,SAC,21,C,79.0,220.0,Creighton,USA,1969.0,2.0,25.0,0.0,3.6,1.9,0.2,Career,1969,1969
Martynas Andriuskevicius,Cleveland,Cavaliers,CLE,15,C,86.0,240.0,Zalgiris,Lithuania,2005.0,2.0,44.0,0.0,0.0,0.7,0.0,Career,2005,2006
Don Anielak,New York,Knicks,NYK,12,F,79.0,190.0,Missouri State,USA,1954.0,2.0,26.0,0.0,3.0,2.0,0.0,Career,1954,1954
Ike Anigbogu,Indiana,Pacers,IND,13,C-F,82.0,262.0,UCLA,USA,2017.0,2.0,47.0,0.0,0.9,0.9,0.1,Career,2017,2018
Michael Ansley,Orlando,Magic,ORL,54,F,79.0,225.0,Alabama,USA,1989.0,2.0,37.0,0.0,6.9,4.2,0.4,Career,1989,1991
Chris Anstey,Dallas,Mavericks,DAL,22,C,84.0,249.0,South East Melbourne,Australia,1997.0,1.0,18.0,0.0,5.2,3.4,0.8,Career,1997,1999
Giannis Antetokounmpo,Milwaukee,Bucks,MIL,34,F,83.0,243.0,Filathlitikos,Greece,2013.0,1.0,15.0,1.0,30.4,11.9,6.5,Season,2013,2024
Kostas Antetokounmpo,Chicago,Bulls,CHI,37,F,82.0,200.0,Dayton,Greece,2018.0,2.0,60.0,0.0,1.0,1.0,0.1,Career,2018,2020
Thanasis Antetokounmpo,Milwaukee,Bucks,MIL,43,F,79.0,219.0,Panathinaikos,Greece,2014.0,2.0,51.0,0.0,2.4,1.6,0.6,Career,2015,2023
Carmelo Anthony,Los Angeles,Lakers,LAL,7,F,79.0,238.0,Syracuse,USA,2003.0,1.0,3.0,0.0,22.5,6.2,2.7,Career,2003,2021
Cole Anthony,Orlando,Magic,ORL,50,G,74.0,185.0,North Carolina,USA,2020.0,1.0,15.0,1.0,9.4,3.0,2.9,Season,2020,2024
Greg Anthony,New York,Knicks,NYK,50,G,73.0,180.0,UNLV,USA,1991.0,1.0,12.0,0.0,7.3,1.9,4.0,Career,1991,2001
Joel Anthony,Miami,Heat,MIA,30,C,81.0,245.0,UNLV,Canada,,,0.0,0.0,2.2,2.8,0.2,Career,2007,2016
Pero Antic,Atlanta,Hawks,ATL,6,F-C,83.0,260.0,Olympiacos,Macedonia,,,0.0,0.0,6.3,3.5,0.9,Career,2013,2014
OG Anunoby,New York,Knicks,NYK,8,F-G,79.0,240.0,Indiana,United Kingdom,2017.0,1.0,23.0,1.0,18.0,4.8,2.2,Season,2017,2024
Keith Appling,Orlando,Magic,ORL,15,G,73.0,185.0,Michigan State,USA,,,0.0,0.0,1.2,0.2,0.2,Career,2015,2015
Rafael Araujo,Toronto,Raptors,TOR,55,C,83.0,270.0,Brigham Young,Brazil,2004.0,1.0,8.0,0.0,2.8,2.8,0.3,Career,2004,2006
Stacey Arceneaux,Atlanta,Hawks,ATL,12,F,76.0,210.0,Iowa State,USA,,,0.0,0.0,7.1,4.6,0.6,Career,1961,1961
Nate Archibald,Sacramento,Kings,SAC,1,G,73.0,150.0,Texas-El Paso,USA,1970.0,2.0,19.0,0.0,18.8,2.3,7.4,Career,1970,1983
Robert Archibald,Toronto,Raptors,TOR,34,F,83.0,250.0,Illinois,Scotland,2002.0,2.0,31.0,0.0,1.2,1.6,0.4,Career,2002,2003
Ryan Arcidiacono,New York,Knicks,NYK,51,G,75.0,195.0,Villanova,USA,,,0.0,0.0,4.0,1.8,1.9,Career,2017,2023
Jim Ard,Boston,Celtics,BOS,34,C,81.0,215.0,Cincinnati,USA,1970.0,1.0,6.0,0.0,3.5,3.8,0.7,Career,1974,1977
Gilbert Arenas,Washington,Wizards,WAS,10,G,76.0,215.0,Arizona,USA,2001.0,2.0,30.0,0.0,20.7,3.9,5.3,Career,2001,2011
Trevor Ariza,Los Angeles,Lakers,LAL,8,F,80.0,215.0,UCLA,USA,2004.0,2.0,43.0,0.0,10.4,4.8,2.1,Career,2004,2021
Paul Arizin,Golden State,Warriors,GSW,11,F,76.0,190.0,Villanova,USA,1950.0,,0.0,0.0,22.8,8.6,2.3,Career,1950,1961
Joe Arlauckas,Sacramento,Kings,SAC,53,F,81.0,230.0,Niagara,USA,1987.0,2.0,74.0,0.0,3.8,1.4,0.9,Career,1987,1987
B.J. Armstrong,Chicago,Bulls,CHI,11,G,74.0,185.0,Iowa,USA,1989.0,1.0,18.0,0.0,9.8,1.8,3.3,Career,1989,1999
Bob Armstrong,Golden State,Warriors,GSW,19,C,80.0,220.0,Michigan State,USA,1955.0,,0.0,0.0,1.5,2.1,0.2,Career,1956,1956
Brandon Armstrong,Brooklyn,Nets,BKN,1,G,77.0,185.0,Pepperdine,USA,2001.0,1.0,23.0,0.0,2.2,0.6,0.2,Career,2001,2003
Darrell Armstrong,Orlando,Magic,ORL,10,G,73.0,180.0,Fayetteville State,USA,,,0.0,0.0,9.2,2.7,4.0,Career,1994,2007
Hilton Armstrong,New Orleans,Pelicans,NOP,57,F-C,83.0,235.0,Connecticut,USA,2006.0,1.0,12.0,0.0,3.0,2.6,0.3,Career,2006,2013
Paul Armstrong,Detroit,Pistons,DET,3,G,71.0,170.0,Indiana,USA,,,0.0,0.0,6.8,2.3,2.3,Career,1948,1950
Taran Armstrong,Golden State,Warriors,GSW,1,G,77.0,190.0,"Cairns, Australia",Australia,,,0.0,1.0,0.0,0.0,0.0,Career,2024,2024
Tate Armstrong,Chicago,Bulls,CHI,14,G,75.0,175.0,Duke,USA,1977.0,1.0,13.0,0.0,3.8,1.0,1.1,Career,1977,1978
Jesse Arnelle,Detroit,Pistons,DET,18,F,77.0,220.0,Penn State,USA,1955.0,2.0,13.0,0.0,4.7,5.5,0.6,Career,1955,1955
Jay Arnette,Sacramento,Kings,SAC,21,G,74.0,175.0,Texas,USA,1960.0,2.0,9.0,0.0,3.7,1.0,1.2,Career,1963,1965
Bob Arnzen,Sacramento,Kings,SAC,30,F,77.0,205.0,Notre Dame,USA,1969.0,2.0,103.0,0.0,5.5,2.8,0.4,Career,1970,1970
Carlos Arroyo,Orlando,Magic,ORL,45,G,74.0,200.0,Florida International,Puerto Rico,,,0.0,0.0,6.6,1.7,3.1,Career,2001,2010
Darrell Arthur,Denver,Nuggets,DEN,0,F,81.0,235.0,Kansas,USA,2008.0,1.0,27.0,0.0,6.5,3.5,0.8,Career,2008,2017
John Arthurs,Milwaukee,Bucks,MIL,12,G,76.0,185.0,Tulane,USA,1969.0,2.0,73.0,0.0,3.2,1.3,1.5,Career,1969,1969
Jamel Artis,Orlando,Magic,ORL,0,G,79.0,213.0,Pittsburgh,USA,,,0.0,0.0,5.1,2.5,1.2,Career,2017,2017
Omer Asik,New Orleans,Pelicans,NOP,3,C,84.0,255.0,Fenerbahce,Turkey,2008.0,2.0,36.0,0.0,5.3,7.1,0.6,Career,2010,2017
Vincent Askew,Oklahoma City,Thunder,OKC,22,F,78.0,235.0,Memphis,USA,1987.0,2.0,39.0,0.0,7.1,2.5,2.2,Career,1987,1997
Keith Askins,Miami,Heat,MIA,2,F-G,80.0,215.0,Alabama,USA,,,0.0,0.0,3.8,2.9,0.8,Career,1990,1998
Richard Atha,New York,Knicks,NYK,7,G,74.0,190.0,Indiana State,USA,1953.0,,0.0,0.0,3.2,1.5,1.2,Career,1955,1957
Chucky Atkins,Detroit,Pistons,DET,17,G,71.0,185.0,South Florida,USA,,,0.0,0.0,9.9,1.7,3.4,Career,1999,2009
Alvin Attles,Golden State,Warriors,GSW,16,G,73.0,175.0,North Carolina A&T,USA,1960.0,2.0,39.0,0.0,8.9,3.5,3.5,Career,1960,1970
Stacey Augmon,Atlanta,Hawks,ATL,2,F-G,80.0,213.0,UNLV,USA,1991.0,1.0,9.0,0.0,8.0,3.2,1.6,Career,1991,2005
D.J. Augustin,Los Angeles,Lakers,LAL,4,G,71.0,183.0,Texas,USA,2008.0,1.0,9.0,0.0,9.5,1.8,3.9,Career,2008,2022
James Augustine,Orlando,Magic,ORL,40,F,82.0,235.0,Illinois,USA,2006.0,2.0,41.0,0.0,1.6,1.2,0.1,Career,2006,2007
Ike Austin,Miami,Heat,MIA,9,C,82.0,270.0,Arizona State,USA,1991.0,2.0,48.0,0.0,7.6,4.7,1.2,Career,1991,2001
John Austin,Washington,Wizards,WAS,34,G,72.0,170.0,Boston College,USA,1966.0,2.0,38.0,0.0,5.8,1.8,1.0,Career,1966,1966
Ken Austin,Detroit,Pistons,DET,34,F,81.0,205.0,Rice,USA,1983.0,2.0,101.0,0.0,1.7,0.4,0.1,Career,1983,1983
Deni Avdija,Portland,Trail Blazers,POR,8,F,81.0,240.0,Maccabi Tel Aviv,Israel,2020.0,1.0,9.0,1.0,16.9,7.3,3.9,Season,2020,2024
Anthony Avent,Milwaukee,Bucks,MIL,30,C,81.0,240.0,Seton Hall,USA,1991.0,1.0,15.0,0.0,5.6,4.5,0.8,Career,1992,1999
William Averitt,LA,Clippers,LAC,15,G,74.0,170.0,Pepperdine,USA,1973.0,2.0,55.0,0.0,8.3,1.2,2.5,Career,1976,1977
William Avery,Minnesota,Timberwolves,MIN,30,G,74.0,180.0,Duke,USA,1999.0,1.0,14.0,0.0,2.7,0.7,1.4,Career,1999,2002
Dennis Awtrey,Phoenix,Suns,PHX,20,C,82.0,235.0,Santa Clara,USA,1970.0,2.0,46.0,0.0,4.8,4.6,2.0,Career,1970,1981
Joel Ayayi,Washington,Wizards,WAS,17,G,76.0,180.0,Gonzaga,France,,,0.0,0.0,0.3,0.4,0.6,Career,2021,2021
Gustavo Ayon,New Orleans,Pelicans,NOP,14,F-C,82.0,250.0,Baloncesto Fuenlabrada,Mexico,,,0.0,0.0,4.7,4.4,1.3,Career,2011,2013
Jeff Ayres,San Antonio,Spurs,SAS,19,F-C,81.0,250.0,Arizona State,USA,2009.0,2.0,31.0,0.0,2.9,2.7,0.4,Career,2009,2015
Deandre Ayton,Portland,Trail Blazers,POR,2,C,84.0,252.0,Arizona,Bahamas,2018.0,1.0,1.0,1.0,14.4,10.2,1.6,Season,2018,2024
Kelenna Azubuike,Golden State,Warriors,GSW,4,G,77.0,215.0,Kentucky,United Kingdom,,,0.0,0.0,10.5,4.0,1.1,Career,2006,2011
Udoka Azubuike,Phoenix,Suns,PHX,27,C-F,83.0,270.0,Kansas,Nigeria,2020.0,1.0,27.0,0.0,3.0,2.8,0.2,Career,2020,2023
